Ron Waterman,1500,1516.0,1499.1707411497166,1515.2089298585365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Condo,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabiano Iha,1500,1485.4358728782763,1470.1061831420425,1490.144317382637,1505.136046977999,1520.899540501432,1503.3037353873565,1486.4494867851881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Mello,1500,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Roberts,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Petarra,1500,1483.3633749714538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Fulton,1500,1484.8781811734443,1501.574127266719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Dodd,1500,1483.3040539067254,1468.0723393383657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Jackson,1500,1515.263693206478,1530.5612260339533,1513.1574482106641,1497.4658799828876,1481.5825784529752,1498.4299385088063,1482.5022420203225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Lajcik,1500,1484.6597331101516,1469.3657197996863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Jones,1500,1516.0,1499.1672855647644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavio Luiz Moura,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daiju Takase,1500,1483.4598244423314,1468.2209527621328,1453.2292231667707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Pederneiras,1500,1486.7851265853749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lewis,1500,1516.0,1500.7024671725246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell Anderson,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
